"Statistic Label","Year","Sex","Age Group","UNIT","VALUE"
"Non smokers","2022","Male","50 - 54 years","%","79.8"
"Non smokers","2022","Male","55 - 59 years","%","80.5"
"Non smokers","2022","Male","60 - 64 years","%","84.9"
"Non smokers","2022","Male","65 - 69 years","%","83.1"
"Non smokers","2022","Male","70 - 74 years","%","86.7"
"Non smokers","2022","Male","75 years and over","%","92.1"
"Non smokers","2022","Female","All ages","%","85"
"Non smokers","2022","Female","15 - 19 years","%","88.5"
"Non smokers","2022","Female","20 - 24 years","%","84.9"
"Non smokers","2022","Female","25 - 29 years","%","88.1"
"Non smokers","2022","Female","30 - 34 years","%","84.2"
"Non smokers","2022","Female","35 - 39 years","%","83.7"
"Non smokers","2022","Female","40 - 44 years","%","82.1"
"Non smokers","2022","Female","45 - 49 years","%","81.5"
"Non smokers","2022","Female","50 - 54 years","%","80.9"
"Non smokers","2022","Female","55 - 59 years","%","81"
"Non smokers","2022","Female","60 - 64 years","%","83"
"Non smokers","2022","Female","65 - 69 years","%","89.1"
"Non smokers","2022","Female","70 - 74 years","%","90.4"
"Non smokers","2022","Female","75 years and over","%","92.6"
"Non smokers","2023","Both sexes","All ages","%","82.2"
"Non smokers","2023","Both sexes","15 - 19 years","%","83.2"
"Non smokers","2023","Both sexes","20 - 24 years","%","79.5"
"Non smokers","2023","Both sexes","25 - 29 years","%","78.8"
"Non smokers","2023","Both sexes","30 - 34 years","%","77"
"Non smokers","2023","Both sexes","35 - 39 years","%","77.6"
"Non smokers","2023","Both sexes","40 - 44 years","%","81.1"
"Non smokers","2023","Both sexes","45 - 49 years","%","83"
"Non smokers","2023","Both sexes","50 - 54 years","%","80.8"
"Non smokers","2023","Both sexes","55 - 59 years","%","84.1"
"Non smokers","2023","Both sexes","60 - 64 years","%","82.1"
"Non smokers","2023","Both sexes","65 - 69 years","%","87.4"
"Non smokers","2023","Both sexes","70 - 74 years","%","89.8"
"Non smokers","2023","Both sexes","75 years and over","%","91"
"Non smokers","2023","Male","All ages","%","79.3"
"Non smokers","2023","Male","15 - 19 years","%","83.4"
"Non smokers","2023","Male","20 - 24 years","%","75.8"
"Non smokers","2023","Male","25 - 29 years","%","71.9"
"Non smokers","2023","Male","30 - 34 years","%","70.7"
"Non smokers","2023","Male","35 - 39 years","%","71.7"
"Non smokers","2023","Male","40 - 44 years","%","77.9"
"Non smokers","2023","Male","45 - 49 years","%","79.9"
"Non smokers","2023","Male","50 - 54 years","%","77.7"
"Non smokers","2023","Male","55 - 59 years","%","82.9"
"Non smokers","2023","Male","60 - 64 years","%","81.2"
"Non smokers","2023","Male","65 - 69 years","%","89.4"
"Non smokers","2023","Male","70 - 74 years","%","84.5"
"Non smokers","2023","Male","75 years and over","%","93.7"
"Non smokers","2023","Female","All ages","%","85.1"
"Non smokers","2023","Female","15 - 19 years","%","83"
"Non smokers","2023","Female","20 - 24 years","%","83.5"
"Non smokers","2023","Female","25 - 29 years","%","86"
"Non smokers","2023","Female","30 - 34 years","%","82.9"
"Non smokers","2023","Female","35 - 39 years","%","83.2"
"Non smokers","2023","Female","40 - 44 years","%","84.1"
"Non smokers","2023","Female","45 - 49 years","%","85.9"
"Non smokers","2023","Female","50 - 54 years","%","84"
"Non smokers","2023","Female","55 - 59 years","%","85.3"
"Non smokers","2023","Female","60 - 64 years","%","83"
"Non smokers","2023","Female","65 - 69 years","%","85.6"
"Non smokers","2023","Female","70 - 74 years","%","95.3"
"Non smokers","2023","Female","75 years and over","%","88.8"
"Non smokers","2024","Both sexes","All ages","%","82.6"
"Non smokers","2024","Both sexes","15 - 19 years","%","88"
"Non smokers","2024","Both sexes","20 - 24 years","%","79.6"
"Non smokers","2024","Both sexes","25 - 29 years","%","80.1"
"Non smokers","2024","Both sexes","30 - 34 years","%","80.2"
"Non smokers","2024","Both sexes","35 - 39 years","%","80.5"
"Non smokers","2024","Both sexes","40 - 44 years","%","81.5"
"Non smokers","2024","Both sexes","45 - 49 years","%","79.3"
"Non smokers","2024","Both sexes","50 - 54 years","%","81.7"
"Non smokers","2024","Both sexes","55 - 59 years","%","81.3"
"Non smokers","2024","Both sexes","60 - 64 years","%","80.6"
"Non smokers","2024","Both sexes","65 - 69 years","%","84.8"
"Non smokers","2024","Both sexes","70 - 74 years","%","88.3"
"Non smokers","2024","Both sexes","75 years and over","%","93.3"
"Non smokers","2024","Male","All ages","%","80.2"
"Non smokers","2024","Male","15 - 19 years","%","89.2"
"Non smokers","2024","Male","20 - 24 years","%","75.4"
"Non smokers","2024","Male","25 - 29 years","%","73.5"
"Non smokers","2024","Male","30 - 34 years","%","77.2"
"Non smokers","2024","Male","35 - 39 years","%","75.3"
"Non smokers","2024","Male","40 - 44 years","%","79.3"
"Non smokers","2024","Male","45 - 49 years","%","77.3"
"Non smokers","2024","Male","50 - 54 years","%","77.5"
"Non smokers","2024","Male","55 - 59 years","%","77"
"Non smokers","2024","Male","60 - 64 years","%","80"
"Non smokers","2024","Male","65 - 69 years","%","87.2"
"Non smokers","2024","Male","70 - 74 years","%","89.6"
"Non smokers","2024","Male","75 years and over","%","94.9"
"Non smokers","2024","Female","All ages","%","84.8"
"Non smokers","2024","Female","15 - 19 years","%","86.4"
"Non smokers","2024","Female","20 - 24 years","%","83.7"
"Non smokers","2024","Female","25 - 29 years","%","86.7"
"Non smokers","2024","Female","30 - 34 years","%","83"
"Non smokers","2024","Female","35 - 39 years","%","85.4"
"Non smokers","2024","Female","40 - 44 years","%","83.5"
"Non smokers","2024","Female","45 - 49 years","%","81.4"
"Non smokers","2024","Female","50 - 54 years","%","85.9"
"Non smokers","2024","Female","55 - 59 years","%","85.4"
"Non smokers","2024","Female","60 - 64 years","%","81.1"
"Non smokers","2024","Female","65 - 69 years","%","82.8"
"Non smokers","2024","Female","70 - 74 years","%","86.9"
"Non smokers","2024","Female","75 years and over","%","91.9"
